Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem 
I'd like to acquire 41 stones and can offer 28 wood in exchange. Would you be interested in trading?,28,wood,41,stones
I'm looking to acquire 36 wheat and am willing to offer 31 horses in exchange. Would you be interested?,31,horses,36,wheat
I'm interested in trading 4 wood for 19 gold. What do you think?,4,wood,19,gold
I'd like to acquire 3 wheat and am willing to trade 31 gold in exchange. Let me know if you're interested in a deal.,31,gold,3,wheat
I'm willing to offer 49 stones for 33 wheat. Let me know if you're interested in making a trade.,49,stones,33,wheat
I have 48 gold and I'm interested in trading them for 15 wheat. Would you consider the offer?,48,gold,15,wheat
I'm looking to acquire 9 aluminum and am willing to offer 16 gold in exchange. Let me know if you're interested in a trade.,16,gold,9,aluminum
I'd like to acquire 24 stones and can offer 8 iron in exchange. Let me know if you're interested in a trade.,8,iron,24,stones
I'm interested in acquiring 3 wheat and am willing to offer 1 wood in exchange. Are you open to a trade?,1,wood,3,wheat
I have 4 coal that I'm interested in trading for 43 stones. Would you consider the offer?,4,coal,43,stones
I'm interested in acquiring 25 horses and am willing to offer 34 wood in exchange. Are you open to a trade?,34,wood,25,horses
I'm willing to trade 4 coal for 24 gold. Is that something you'd be interested in?,4,coal,24,gold
I'm interested in trading 47 horses for 39 wheat. What do you think?,47,horses,39,wheat
I'm interested in acquiring 6 wood and am willing to offer 13 horses in exchange. Are you open to a trade?,13,horses,6,wood
I have 29 gold that I can trade for 22 aluminum. Are you interested in making a deal?,29,gold,22,aluminum
I have 44 horses that I'm looking to exchange for 14 coal. Would you like to make a trade?,44,horses,14,coal
I'm willing to exchange 21 aluminum for 19 wood. Is that something you'd be interested in?,21,aluminum,19,wood
I'd like to acquire 1 coal and can offer 27 gold in exchange. Let me know if you're interested in a trade.,27,gold,1,coal
How about we make a deal? I have 22 iron that I can trade for 32 coal.,22,iron,32,coal
I have 16 iron that I'm looking to trade for 20 wheat. Let me know if you're interested.,16,iron,20,wheat
I'm willing to exchange 12 iron for 3 gold. Is that something you'd be interested in?,12,iron,3,gold
I'd like to acquire 39 wood and am willing to offer 3 aluminum in exchange. Are you interested in making a trade?,3,aluminum,39,wood
I'd like to trade 40 wheat for 46 wood. What do you think?,40,wheat,46,wood
I'm looking to diversify my assets and would like to trade 32 aluminum for 28 wood. Would you consider it?,32,aluminum,28,wood
I'm willing to trade 49 wheat for 23 gold. Let me know if you're interested.,49,wheat,23,gold
I have 33 wood that I'm willing to trade for 13 iron. Would you be interested in making a deal?,33,wood,13,iron
I'm interested in trading 20 wood for 42 coal. What do you think?,20,wood,42,coal
I'm looking to diversify my assets and would like to trade 20 iron for 6 coal. Would you consider it?,20,iron,6,coal
I'm interested in trading 40 gold for 1 aluminum. What do you think?,40,gold,1,aluminum
I'd like to trade 6 stones for 44 horses. What do you think?,6,stones,44,horses
I have 39 wheat and am interested in trading them for 43 gold. What do you think?,39,wheat,43,gold
I'd like to make a trade. I have 50 horses that I'm willing to offer for 1 gold. Would you be interested?,50,horses,1,gold
I'm looking to acquire 28 coal and am willing to offer 22 wood in exchange. Let me know if you're interested in a trade.,22,wood,28,coal
Would you be willing to trade 30 iron for 24 coal ? Let me know.,24,coal,30,iron
I'm looking to diversify my holdings and would like to trade 23 stones for 41 wheat. Would you be interested?,23,stones,41,wheat
I'm looking to trade 1 stones for 34 coal. Would you consider the offer?,1,stones,34,coal
I'd like to offer 17 aluminum for 47 coal. Would you consider the trade?,17,aluminum,47,coal
I have 50 coal that I'm willing to trade for 28 horses. Are you open to a deal?,50,coal,28,horses
I have 43 horses that I'm willing to trade for 6 stones. Would you be interested?,43,horses,6,stones
I'd like to trade 3 aluminum for 5 wood. Let me know if you're interested.,3,aluminum,5,wood
I have 49 stones that I'm interested in trading for 1 gold. Would you consider the offer?,49,stones,1,gold
I'm willing to exchange 15 coal for 30 horses. Is that something you'd be interested in?,15,coal,30,horses
I'm interested in acquiring 48 horses and am willing to offer 47 wood in exchange. Are you open to a trade?,47,wood,48,horses
I'm interested in trading 41 gold for 48 aluminum. What do you think?,41,gold,48,aluminum
I have 17 iron that I'm looking to trade for 21 coal. Let me know if you're interested.,17,iron,21,coal
I'd like to trade 7 coal for 21 horses. Let me know if you're interested.,7,coal,21,horses
I'm interested in trading 41 iron for 26 aluminum. Let me know if you're interested.,41,iron,26,aluminum
I'm willing to offer 48 horses for 50 aluminum. Let me know if you're interested in making a trade.,48,horses,50,aluminum
I'd like to make a trade. I have 22 coal that I can offer for 33 aluminum.,22,coal,33,aluminum
I'm willing to exchange 36 aluminum for 1 wheat. Is that something you'd be interested in?,36,aluminum,1,wheat
I have 39 wood and am interested in exchanging them for 12 horses. Are you open to a trade?,39,wood,12,horses
I'm interested in trading 45 coal for 32 gold. Let me know if you're interested.,45,coal,32,gold
I have 10 coal that I'm looking to exchange for 5 stones. Are you open to a trade?,10,coal,5,stones
I'd like to acquire 29 aluminum and can offer 10 wheat in exchange. Would you be interested in trading?,10,wheat,29,aluminum
I'm interested in trading 26 stones for 17 gold. What do you think?,26,stones,17,gold
I'm willing to exchange 2 wheat for 12 stones. Is that something you'd be interested in?,2,wheat,12,stones
I have 15 gold that I'm willing to trade for 37 wheat. Would you be interested in making a deal?,15,gold,37,wheat
I'm interested in trading 13 stones for 27 horses. What do you think?,13,stones,27,horses
I'd like to acquire 15 wood and can offer 3 horses in exchange. Would you be interested in trading?,3,horses,15,wood
I'm looking to diversify my holdings and would like to trade 20 wheat for 27 iron. Would you be interested?,20,wheat,27,iron
I'm interested in trading 42 stones for 49 aluminum. Would you be open to a trade?,42,stones,49,aluminum
I'm willing to exchange 50 gold for 29 horses. Let me know if you're interested in a trade.,50,gold,29,horses
Are you open to a trade? I have 22 iron that I'm willing to exchange for 46 wheat.,22,iron,46,wheat
I'm interested in trading 19 wheat for 29 stones. Would you be open to a trade?,19,wheat,29,stones
How about a trade? I'll give you 19 wheat in exchange for 20 aluminum.,19,wheat,20,aluminum
I have 5 iron that I'm willing to trade for 48 wheat. Would you be interested in making a deal?,5,iron,48,wheat
I have 19 gold and am interested in exchanging them for 43 wheat. Are you open to a trade?,19,gold,43,wheat
How about we make a deal? I have 16 wood and I'm interested in trading them for 36 wheat.,16,wood,36,wheat
I'm looking to diversify my holdings and would like to trade 2 iron for 49 gold. Would you be interested?,2,iron,49,gold
I'm willing to exchange 45 coal for 28 aluminum. Let me know if you're interested in a trade.,45,coal,28,aluminum
I'm looking to diversify my holdings and would like to trade 35 stones for 1 coal. Would you be interested?,35,stones,1,coal
I'd like to acquire 20 iron and am willing to offer 26 wood in exchange. Would you be interested in a trade?,26,wood,20,iron
I have 45 aluminum that I'm willing to trade for 36 gold. Would you be interested?,45,aluminum,36,gold
I have 10 gold that I'm willing to offer in exchange for 2 horses. Let me know if you're interested in a trade.,10,gold,2,horses
"If you're interested in trading, I have 7 horses that I'm willing to offer for 38 wheat.",7,horses,38,wheat
I'm interested in making a trade. I have 4 coal that I can offer for 50 aluminum. Would you consider it?,4,coal,50,aluminum
I'm interested in trading 31 horses for 10 aluminum. Let me know if you're interested.,31,horses,10,aluminum
How about we make a deal? I have 43 aluminum and I'm interested in trading them for 20 wood.,43,aluminum,20,wood
Would you be willing to trade 38 iron for 9 gold ? Let me know.,9,gold,38,iron
I have 27 gold that I'm willing to trade for 44 wood. Would you be interested in making a deal?,27,gold,44,wood
I'd like to acquire 44 coal and can offer 33 stones in exchange. Would you be interested in trading?,33,stones,44,coal
I have 43 wheat and am looking to exchange them for 4 wood. Would you be open to a trade?,43,wheat,4,wood
I have 50 wheat and am looking to exchange them for 2 aluminum. Would you be open to a trade?,50,wheat,2,aluminum
How about we make a deal? I have 2 stones that I can trade for 40 wheat.,2,stones,40,wheat
I'm willing to exchange 22 aluminum for 16 stones. Is that something you'd be interested in?,22,aluminum,16,stones
I'm looking to trade 2 gold for 9 coal. Would you consider the offer?,2,gold,9,coal
I'm willing to exchange 7 horses for 33 iron. Is that something you'd be interested in?,7,horses,33,iron
I'm willing to offer 22 horses for 30 coal. Let me know if you're interested in making a trade.,22,horses,30,coal
I'm looking to diversify my assets and would like to trade 35 wood for 30 iron. What do you think?,35,wood,30,iron
I'd like to make a trade. I have 7 gold that I'm willing to offer for 2 aluminum.,7,gold,2,aluminum
I'm looking to acquire 35 wheat and am willing to trade 49 aluminum for them. Would you be interested?,49,aluminum,35,wheat
I'm interested in acquiring 22 coal. I have 25 iron that I can offer in exchange. Would you consider the trade?,25,iron,22,coal
I'd like to make a trade. I have 49 aluminum that I'm willing to offer for 3 horses. Would you be interested?,49,aluminum,3,horses
I have 42 iron that I'm interested in trading for 46 wood. Would you consider the offer?,42,iron,46,wood
Are you open to a trade? I have 10 iron that I'm willing to exchange for 37 aluminum.,10,iron,37,aluminum
Would you be willing to trade 33 stones for 32 wheat ? Let me know.,32,wheat,33,stones
I have 11 stones that I'm willing to trade for 15 horses. Would you be interested?,11,stones,15,horses
I have 40 wheat that I'm looking to exchange for 19 coal. Would you like to make a trade?,40,wheat,19,coal
I'm interested in acquiring 47 horses. I have 27 stones that I can offer in exchange. Would you consider the trade?,27,stones,47,horses
I'm looking to acquire 19 gold and can offer 1 wood in exchange. Would you be interested in a trade?,1,wood,19,gold
I'm interested in acquiring 25 aluminum and am willing to offer 45 stones in exchange. Let me know if you're interested in a trade.,45,stones,25,aluminum
I'm willing to exchange 37 wheat for 40 coal. Let me know if you're interested in a trade.,37,wheat,40,coal
I'm interested in trading 39 stones for 35 horses. Let me know if you're interested.,39,stones,35,horses
I'm interested in acquiring 42 gold. I have 36 aluminum that I can offer in exchange. Would you consider the trade?,36,aluminum,42,gold
